ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lamnda
20,105,-0.11200000000000002,-1.0,"{'obs': [0.04722222222222222, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12505473453749313, 0.08269020251778872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0706896551724138, 0.07579365079365079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03189655172413793, 0.07579365079365079, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03189655172413793, 0.07579365079365079, 0.04722222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056896551724137934, 0.07579365079365079, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013793103448275862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06206896551724138, 0.027586206896551724, 0.020689655172413793, 0.006896551724137931, 0.0, 0.0, 0.0, 0.0]}",0.30416695031683777,0,21,0,"{'lens': [7, 28, 7, 6, 8]}",11.2,1891,0.6005999999999995
21,110,-0.08600000000000001,-1.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14176767676767674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1458080808080808, 0.08318181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08944444444444444, 0.11222222222222222, 0.038181818181818185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06000000000000001, 0.12540404040404038, 0.08040404040404041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06318181818181819, 0.042222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3651171541916022,0,22,0,"{'lens': [9, 10, 8, 7, 9]}",8.6,1934,0.6006299999999994
22,115,-0.14600000000000002,-1.0,"{'obs': [0.052500000000000005, 0.09571428571428571, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10312937062937064, 0.03538461538461539, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.062360139860139864, 0.0225, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.10213286713286714, 0.06765734265734266, 0.00909090909090909, 0.00909090909090909, 0.01818181818181818, 0.0, 0.0, 0.0, 0.05606643356643357, 0.04265734265734265, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0225, 0.015384615384615385, 0.0, 0.0, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0325, 0.01, 0.0, 0.0, 0.00909090909090909, 0.0, 0.0, 0.0, 0.042499999999999996, 0.0125, 0.025, 0.0125, 0.0, 0.0, 0.0, 0.0]}",0.26909018145501984,0,23,0,"{'lens': [19, 21, 12, 15, 6]}",14.6,2007,0.6006599999999994
23,120,-0.06999999999999999,-1.0,"{'obs': [0.02, 0.09714285714285714, 0.15428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07818181818181817, 0.05636363636363637, 0.21064935064935061, 0.046753246753246755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.12493506493506494, 0.11532467532467532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3296263180334863,0,24,0,"{'lens': [10, 4, 9, 6, 6]}",7.0,2042,0.6006899999999994
24,125,-0.11200000000000002,-1.0,"{'obs': [0.0, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12976190476190474, 0.06666666666666667, 0.02222222222222222, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.08055555555555556, 0.009523809523809523, 0.0, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.13611111111111113, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14563492063492062, 0.0865079365079365, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04603174603174603, 0.06150793650793651, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03809523809523809, 0.019047619047619046, 0.03809523809523809, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0]}",0.3328327959927416,0,25,0,"{'lens': [8, 13, 20, 8, 7]}",11.2,2098,0.6007199999999994
25,130,-0.22200000000000011,-0.8,"{'obs': [0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10195348837209303, 0.06965116279069768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028651162790697675, 0.065, 0.04, 0.04, 0.004651162790697674, 0.0, 0.0, 0.0, 0.05265116279069768, 0.04965116279069767, 0.004651162790697674, 0.004651162790697674, 0.009302325581395349, 0.013953488372093023, 0.0, 0.0, 0.06899999999999999, 0.045, 0.0, 0.0, 0.009302325581395349, 0.03255813953488372, 0.004651162790697674, 0.0, 0.033, 0.045, 0.0, 0.0, 0.004651162790697674, 0.013953488372093023, 0.009302325581395349, 0.027906976744186046, 0.004, 0.0, 0.008, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.064, 0.02, 0.068, 0.004, 0.0, 0.0, 0.0, 0.004651162790697674]}",0.25553268175942606,0,26,0,"{'lens': [4, 7, 49, 42, 9]}",22.2,2209,0.6007499999999993
26,135,-0.146,-1.0,"{'obs': [0.08962962962962963, 0.007407407407407407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16613756613756614, 0.07462962962962963, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.09597883597883597, 0.06079365079365079, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.027407407407407408, 0.0365079365079365, 0.0365079365079365, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.017407407407407406, 0.0, 0.02222222222222222, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.03222222222222222, 0.01, 0.02222222222222222, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.014814814814814814, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.037037037037037035, 0.04444444444444444, 0.02222222222222222, 0.007407407407407407, 0.0, 0.0, 0.0, 0.0]}",0.2942163065734892,0,27,0,"{'lens': [7, 13, 8, 19, 26]}",14.6,2282,0.6007799999999993
27,140,-0.096,-1.0,"{'obs': [0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1584126984126984, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11841269841269839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11841269841269839, 0.05555555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12, 0.10634920634920635, 0.05873015873015872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11142857142857143, 0.05333333333333333, 0.0365079365079365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3660015157542046,0,28,0,"{'lens': [13, 8, 13, 5, 9]}",9.6,2330,0.6008099999999993
28,145,-0.09999999999999999,-1.0,"{'obs': [0.028431372549019607, 0.08333333333333333, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0711484593837535, 0.07605042016806722, 0.05, 0.05, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, 0.011764705882352941, 0.0711484593837535, 0.0, 0.05, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, 0.02857142857142857, 0.07366946778711483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06638655462184874, 0.07366946778711483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037815126050420166, 0.047619047619047616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023529411764705882, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.253736067373045,0,29,0,"{'lens': [5, 16, 11, 13, 5]}",10.0,2380,0.6008399999999993
29,150,-0.10600000000000001,-1.0,"{'obs': [0.02, 0.08337662337662338, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06285714285714286, 0.14441558441558439, 0.10493506493506492, 0.049090909090909095, 0.00909090909090909, 0.0, 0.0, 0.0, 0.08285714285714285, 0.023376623376623377, 0.03766233766233766, 0.04, 0.00909090909090909, 0.00909090909090909, 0.0, 0.0, 0.03428571428571429, 0.0, 0.02857142857142857, 0.0, 0.0, 0.00909090909090909, 0.0, 0.0, 0.03428571428571429, 0.0, 0.02857142857142857, 0.0, 0.0, 0.01818181818181818, 0.00909090909090909, 0.0, 0.03428571428571429, 0.02, 0.02857142857142857, 0.0, 0.0, 0.00909090909090909, 0.00909090909090909, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.25260651886584823,0,30,0,"{'lens': [4, 13, 9, 6, 21]}",10.6,2433,0.6008699999999992
30,155,-0.10400000000000001,-1.0,"{'obs': [0.06000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1311484593837535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09938375350140057, 0.06509803921568627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09815126050420168, 0.13215686274509805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04605042016806723, 0.11686274509803922, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040336134453781515, 0.05938375350140056, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3479310447924831,0,31,0,"{'lens': [9, 5, 9, 13, 16]}",10.4,2485,0.6008999999999992
31,160,-0.094,-1.0,"{'obs': [0.01818181818181818, 0.04318181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10151515151515152, 0.1253787878787879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0375, 0.1424242424242424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.16174242424242424, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.12651515151515152, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08901515151515152, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.35689864668564214,0,32,0,"{'lens': [15, 10, 7, 10, 5]}",9.4,2532,0.6009299999999992
32,165,-0.10999999999999999,-1.0,"{'obs': [0.03428571428571429, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14385947385947387, 0.08603396603396603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061721611721611724, 0.08561771561771563, 0.05333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0918081918081918, 0.06785214785214785, 0.05333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046753246753246755, 0.03538461538461539, 0.03666666666666667, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.05064935064935065, 0.04785214785214785, 0.02, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0]}",0.3044786700353467,0,33,0,"{'lens': [11, 12, 9, 10, 13]}",11.0,2587,0.6009599999999992
33,170,-0.11600000000000002,-0.8,"{'obs': [0.04038461538461539, 0.037267080745341616, 0.037267080745341616, 0.04596273291925466, 0.008695652173913044, 0.0, 0.0, 0.0, 0.05705128205128205, 0.025, 0.02857142857142857, 0.02857142857142857, 0.008695652173913044, 0.0, 0.0, 0.0, 0.08205128205128205, 0.041666666666666664, 0.05357142857142857, 0.02857142857142857, 0.017391304347826087, 0.008695652173913044, 0.0, 0.0, 0.04871794871794872, 0.015384615384615385, 0.04038461538461539, 0.015384615384615385, 0.008695652173913044, 0.008695652173913044, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.041666666666666664, 0.015384615384615385, 0.0, 0.017391304347826087, 0.017391304347826087, 0.017391304347826087, 0.0, 0.0, 0.041666666666666664, 0.015384615384615385, 0.0, 0.008695652173913044, 0.008695652173913044, 0.008695652173913044, 0.0, 0.0, 0.015384615384615385, 0.03076923076923077, 0.0, 0.0, 0.0, 0.017391304347826087, 0.0, 0.0, 0.0, 0.015384615384615385, 0.0, 0.0, 0.0, 0.008695652173913044]}",0.20351364411138753,0,34,0,"{'lens': [6, 12, 11, 7, 22]}",11.6,2645,0.6009899999999991
34,175,-0.09,-1.0,"{'obs': [0.025, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15751748251748254, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1701048951048951, 0.033566433566433566, 0.015384615384615385, 0.015384615384615385, 0.0, 0.0, 0.0, 0.0, 0.075, 0.01818181818181818, 0.033566433566433566, 0.033566433566433566, 0.0, 0.0, 0.0, 0.0, 0.075, 0.025, 0.025, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.05, 0.03333333333333333, 0.025, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0]}",0.32301043959364106,0,35,0,"{'lens': [5, 10, 11, 7, 12]}",9.0,2690,0.6010199999999991
35,180,-0.124,-1.0,"{'obs': [0.0, 0.075, 0.02, 0.01, 0.0, 0.0, 0.0, 0.0, 0.08249999999999999, 0.0775, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06999999999999999, 0.065, 0.05, 0.04, 0.0, 0.01, 0.0, 0.0, 0.045, 0.045, 0.0225, 0.0325, 0.01, 0.02, 0.0, 0.0, 0.0, 0.0325, 0.02, 0.0425, 0.025, 0.034999999999999996, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.02, 0.0, 0.0325, 0.0225, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.01, 0.0225, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0]}",0.22721934123718002,0,36,0,"{'lens': [4, 15, 15, 9, 19]}",12.4,2752,0.6010499999999991
36,185,-0.084,-1.0,"{'obs': [0.03333333333333334, 0.07833333333333334, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0911111111111111, 0.09, 0.065, 0.04, 0.0, 0.0, 0.0, 0.0, 0.06444444444444444, 0.10277777777777777, 0.04444444444444444, 0.06222222222222222, 0.0, 0.0, 0.0, 0.0, 0.02, 0.07833333333333334, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045, 0.03333333333333334, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.02, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0]}",0.26906963178016985,0,37,0,"{'lens': [4, 8, 9, 7, 14]}",8.4,2794,0.6010799999999991
37,190,-0.11400000000000002,-1.0,"{'obs': [0.05435897435897437, 0.032692307692307694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1479304029304029, 0.06333333333333332, 0.013333333333333332, 0.026666666666666665, 0.026666666666666665, 0.0, 0.0, 0.0, 0.08293040293040292, 0.0869047619047619, 0.03333333333333333, 0.03333333333333333, 0.013333333333333332, 0.013333333333333332, 0.013333333333333332, 0.0, 0.007692307692307693, 0.05357142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.05357142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.025, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015384615384615385, 0.0, 0.015384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046153846153846156, 0.007692307692307693, 0.05384615384615384, 0.007692307692307693, 0.0, 0.0, 0.0, 0.0]}",0.2835325900695518,0,38,0,"{'lens': [14, 5, 6, 7, 25]}",11.4,2851,0.601109999999999
38,195,-0.13,-1.0,"{'obs': [0.016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11480086580086579, 0.05, 0.05, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.10546753246753246, 0.08266666666666667, 0.041666666666666664, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.09283116883116882, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08483116883116883, 0.033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06275324675324676, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04046753246753247, 0.026181818181818185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.04285714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0]}",0.29876136088450367,0,39,0,"{'lens': [11, 10, 13, 7, 24]}",13.0,2916,0.601139999999999
39,200,-0.08399999999999999,-1.0,"{'obs': [0.04444444444444444, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13587301587301587, 0.04857142857142857, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06507936507936507, 0.02, 0.04857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.07936507936507936, 0.02222222222222222, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.02222222222222222, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.050793650793650794, 0.014285714285714285, 0.02, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.014285714285714285, 0.02, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.04285714285714286, 0.02, 0.0, 0.0, 0.0, 0.0]}",0.2755382473605059,0,40,0,"{'lens': [9, 6, 6, 13, 8]}",8.4,2958,0.601169999999999
40,205,-0.10200000000000001,-1.0,"{'obs': [0.04107142857142857, 0.05818181818181818, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1088095238095238, 0.13841991341991342, 0.06773809523809524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.03068181818181818, 0.0669047619047619, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.03068181818181818, 0.07175324675324675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.04107142857142857, 0.08993506493506494, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.059253246753246745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.2821021696594891,0,41,0,"{'lens': [15, 14, 6, 10, 6]}",10.2,3009,0.601199999999999
41,210,-0.15000000000000002,-1.0,"{'obs': [0.009523809523809523, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05947033358798065, 0.009523809523809523, 0.019047619047619046, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0, 0.09894066717596131, 0.05904761904761905, 0.04857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12888719124013243, 0.029523809523809525, 0.02857142857142857, 0.019047619047619046, 0.009523809523809523, 0.009523809523809523, 0.0, 0.0, 0.049946524064171126, 0.0, 0.0, 0.019047619047619046, 0.02857142857142857, 0.02857142857142857, 0.009523809523809523, 0.0, 0.06812834224598932, 0.038181818181818185, 0.0, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.0, 0.029946524064171122, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.019047619047619046, 0.0, 0.011764705882352941, 0.047058823529411764, 0.023529411764705882, 0.011764705882352941, 0.0, 0.009523809523809523, 0.009523809523809523, 0.0]}",0.2691202022576544,0,42,0,"{'lens': [10, 20, 9, 20, 16]}",15.0,3084,0.6012299999999989
42,215,-0.14,-1.0,"{'obs': [0.04722222222222222, 0.08174603174603175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11549145299145298, 0.13751526251526253, 0.05010683760683761, 0.027884615384615386, 0.04038461538461539, 0.0125, 0.0125, 0.0, 0.027884615384615386, 0.02490842490842491, 0.02222222222222222, 0.015384615384615385, 0.03740842490842491, 0.009523809523809523, 0.0125, 0.0, 0.027884615384615386, 0.04693223443223443, 0.04126984126984127, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.0, 0.025, 0.034722222222222224, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.0, 0.0125, 0.02222222222222222, 0.0, 0.0, 0.0, 0.019047619047619046, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.23830112807993944,0,43,0,"{'lens': [15, 12, 8, 15, 20]}",14.0,3154,0.6012599999999989
43,220,-0.08,-1.0,"{'obs': [0.03636363636363636, 0.06493506493506493, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.10533910533910533, 0.06493506493506493, 0.05714285714285714, 0.07532467532467532, 0.0, 0.0, 0.0, 0.0, 0.11572871572871572, 0.01818181818181818, 0.0, 0.046753246753246755, 0.0, 0.0, 0.0, 0.0, 0.08715728715728716, 0.050793650793650794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0404040404040404, 0.06897546897546898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02222222222222222, 0.046753246753246755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02222222222222222, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.2817821527435413,0,44,0,"{'lens': [6, 6, 10, 10, 8]}",8.0,3194,0.6012899999999989
44,225,-0.096,-1.0,"{'obs': [0.0, 0.07968253968253969, 0.05428571428571429, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.073015873015873, 0.025396825396825397, 0.04, 0.014285714285714285, 0.02857142857142857, 0.04285714285714286, 0.014285714285714285, 0.0, 0.073015873015873, 0.03333333333333333, 0.05111111111111111, 0.04, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.050793650793650794, 0.02222222222222222, 0.01111111111111111, 0.02222222222222222, 0.01111111111111111, 0.0, 0.0, 0.0, 0.02857142857142857, 0.02222222222222222, 0.0, 0.03333333333333333, 0.03333333333333333, 0.01111111111111111, 0.01111111111111111, 0.0, 0.02857142857142857, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.0, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.20817335432234532,0,45,0,"{'lens': [8, 13, 6, 4, 17]}",9.6,3242,0.6013199999999989
45,230,-0.10800000000000001,-1.0,"{'obs': [0.026666666666666665, 0.07333333333333333, 0.056666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06833333333333333, 0.03666666666666667, 0.07916666666666666, 0.065, 0.0375, 0.0125, 0.0125, 0.0, 0.07833333333333334, 0.1125, 0.04916666666666667, 0.04, 0.0125, 0.0, 0.0125, 0.0, 0.0, 0.06999999999999999, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.026666666666666665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.026666666666666665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.25529219326617164,0,46,0,"{'lens': [11, 4, 5, 19, 15]}",10.8,3296,0.6013499999999988
46,235,-0.08799999999999998,-1.0,"{'obs': [0.10303030303030303, 0.07818181818181819, 0.038181818181818185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050793650793650794, 0.08675324675324676, 0.07064935064935066, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.02222222222222222, 0.06222222222222222, 0.09636363636363637, 0.05818181818181818, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.02, 0.042222222222222223, 0.038181818181818185, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.02, 0.02222222222222222, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.02, 0.042222222222222223, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.2465773704770997,0,47,0,"{'lens': [9, 8, 10, 13, 4]}",8.8,3340,0.6013799999999988
